ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
asi como,824,0.011103,0.011103,2,tercero
grupos armados,641,0.010889,0.010889,2,tercero
porque hay,721,0.010873,0.010873,2,tercero
eso eso,813,0.010863,0.010863,2,tercero
muy fuerte,751,0.010856,0.010856,2,tercero
ahi hay,761,0.010468,0.010468,2,tercero
actores armados,618,0.010438,0.010438,2,tercero
muy dificil,673,0.010411,0.010411,2,tercero
porque como,649,0.010337,0.010337,2,tercero
eso pues,632,0.010288,0.010288,2,tercero
eso porque,674,0.010268,0.010268,2,tercero
eso entonces,666,0.010177,0.010177,2,tercero
como como,594,0.010119,0.010119,2,tercero
entonces pues,758,0.010061,0.010061,2,tercero
bueno entonces,640,0.009964,0.009964,2,tercero
porque pues,851,0.009932,0.009932,2,tercero
como tal,566,0.009907,0.009907,2,tercero
organizacion publica,1027,0.009857,0.009857,2,tercero
como digo,608,0.009684,0.009684,2,tercero
creo eso,529,0.009481,0.009481,2,tercero
estados unidos,981,0.009461,0.009461,2,tercero
pues eso,574,0.009431,0.009431,2,tercero
proceso paz,553,0.009312,0.009312,2,tercero
organizacion organizacion,494,0.009129,0.009129,2,tercero
eso hay,452,0.009114,0.009114,2,tercero
estamos hablando,535,0.009021,0.009021,2,tercero
eso muy,531,0.008971,0.008971,2,tercero
porque estaba,496,0.00896,0.00896,2,tercero
ahi como,484,0.00892,0.00892,2,tercero
entonces hay,451,0.008849,0.008849,2,tercero
algun momento,477,0.008813,0.008813,2,tercero
como eso,420,0.008648,0.008648,2,tercero
nivel nacional,357,0.008527,0.008527,2,tercero
entonces gente,353,0.00845,0.00845,2,tercero
muy muy,471,0.008446,0.008446,2,tercero
entonces creo,445,0.008408,0.008408,2,tercero
muy grande,440,0.0084,0.0084,2,tercero
digamos como,373,0.008208,0.008208,2,tercero
todas maneras,371,0.0082,0.0082,2,tercero
hay como,312,0.00815,0.00815,2,tercero
mejor dicho,530,0.008143,0.008143,2,tercero
sea como,365,0.008103,0.008103,2,tercero
ver como,367,0.008038,0.008038,2,tercero
pues ahi,396,0.008025,0.008025,2,tercero
porque gente,345,0.008014,0.008014,2,tercero
accion comunal,418,0.007976,0.007976,2,tercero
como decia,337,0.007968,0.007968,2,tercero
son muy,327,0.007965,0.007965,2,tercero
entonces dije,492,0.007877,0.007877,2,tercero
punto vista,341,0.007866,0.007866,2,tercero
despues eso,343,0.007838,0.007838,2,tercero
usted dice,339,0.007799,0.007799,2,tercero
porque ahi,384,0.007793,0.007793,2,tercero
usted sabe,322,0.007729,0.007729,2,tercero
porque usted,320,0.007724,0.007724,2,tercero
grupos paramilitares,325,0.007671,0.007671,2,tercero
muy interesante,377,0.007662,0.007662,2,tercero
ahi entonces,356,0.00763,0.00763,2,tercero
nada eso,297,0.007586,0.007586,2,tercero
bueno eso,342,0.007584,0.007584,2,tercero
estaba ahi,324,0.007563,0.007563,2,tercero
porque son,322,0.007547,0.007547,2,tercero
como muy,331,0.00753,0.00753,2,tercero
como organizacion,292,0.007472,0.007472,2,tercero
sido muy,280,0.007337,0.007337,2,tercero
hay gente,317,0.007328,0.007328,2,tercero
pues porque,318,0.007319,0.007319,2,tercero
muy duro,366,0.007292,0.007292,2,tercero
eso hace,284,0.00729,0.00729,2,tercero
millones pesos,315,0.007274,0.007274,2,tercero
bueno pues,299,0.007192,0.007192,2,tercero
estan haciendo,276,0.007141,0.007141,2,tercero
poco como,295,0.007135,0.007135,2,tercero
eso estaba,292,0.007124,0.007124,2,tercero
entonces digamos,293,0.007105,0.007105,2,tercero
eran como,276,0.007091,0.007091,2,tercero
como usted,283,0.007085,0.007085,2,tercero
gracias dios,314,0.00708,0.00708,2,tercero
acuerdo paz,258,0.007062,0.007062,2,tercero
estoy hablando,295,0.007052,0.007052,2,tercero
eso creo,277,0.007016,0.007016,2,tercero
como dice,262,0.007015,0.007015,2,tercero
eso ahi,308,0.006967,0.006967,2,tercero
esto esto,305,0.006965,0.006965,2,tercero
entonces bueno,301,0.006965,0.006965,2,tercero
entonces decia,317,0.006952,0.006952,2,tercero
muchisimas gracias,255,0.006931,0.006931,2,tercero
entonces dice,296,0.006928,0.006928,2,tercero
son como,255,0.006919,0.006919,2,tercero
estaba muy,320,0.006901,0.006901,2,tercero
hasta ahora,289,0.0069,0.0069,2,tercero
porque habian,242,0.006888,0.006888,2,tercero
pues hay,257,0.006885,0.006885,2,tercero
hacia parte,302,0.006859,0.006859,2,tercero
fuerzas militares,403,0.006845,0.006845,2,tercero
eso paso,273,0.00683,0.00683,2,tercero
algun tipo,236,0.006821,0.006821,2,tercero
toda gente,277,0.006797,0.006797,2,tercero
gente estaba,251,0.006795,0.006795,2,tercero
entonces claro,333,0.006792,0.006792,2,tercero
sea eso,285,0.00677,0.00677,2,tercero
fuerzas armadas,291,0.006737,0.006737,2,tercero
eso digo,271,0.006721,0.006721,2,tercero
muchas personas,233,0.006715,0.006715,2,tercero
entonces dijo,317,0.006689,0.006689,2,tercero
creo hay,273,0.006685,0.006685,2,tercero
porque eran,261,0.006678,0.006678,2,tercero
estoy mal,306,0.006656,0.006656,2,tercero
usted puede,239,0.006653,0.006653,2,tercero
eso sea,230,0.006648,0.006648,2,tercero
ahi pues,268,0.006645,0.006645,2,tercero
como estaba,297,0.006634,0.006634,2,tercero
estado colombiano,229,0.006631,0.006631,2,tercero
como hay,217,0.006595,0.006595,2,tercero
claro eso,238,0.00659,0.00659,2,tercero
ahi porque,248,0.006576,0.006576,2,tercero
sus hijos,229,0.006566,0.006566,2,tercero
pues muy,238,0.006558,0.006558,2,tercero
partido comunista,275,0.006536,0.006536,2,tercero
estaba haciendo,237,0.006532,0.006532,2,tercero
gobierno nacional,249,0.006514,0.006514,2,tercero
eso puede,232,0.006496,0.006496,2,tercero
bueno como,229,0.006478,0.006478,2,tercero
ahi eso,244,0.00646,0.00646,2,tercero
estaba pasando,235,0.006417,0.006417,2,tercero
eso asi,244,0.006415,0.006415,2,tercero
como parte,222,0.006409,0.006409,2,tercero
nada porque,224,0.006397,0.006397,2,tercero
union patriotica,367,0.006385,0.006385,2,tercero
entonces usted,229,0.006375,0.006375,2,tercero
consentimiento informado,199,0.00636,0.00636,2,tercero
nada entonces,225,0.006357,0.006357,2,tercero
ahi estaba,249,0.006339,0.006339,2,tercero
hay muchos,208,0.006299,0.006299,2,tercero
muy poco,207,0.006291,0.006291,2,tercero
asi entonces,243,0.006289,0.006289,2,tercero
bueno hay,185,0.006269,0.006269,2,tercero
nada ver,274,0.006268,0.006268,2,tercero
eso sido,202,0.00626,0.00626,2,tercero
bueno ahi,221,0.006226,0.006226,2,tercero
gente como,197,0.006225,0.006225,2,tercero
ahi estan,197,0.006203,0.006203,2,tercero
hay mucha,202,0.006189,0.006189,2,tercero
habian sido,197,0.006188,0.006188,2,tercero
porque estaban,217,0.006178,0.006178,2,tercero
eran muy,201,0.00613,0.00613,2,tercero
hay muchas,203,0.006107,0.006107,2,tercero
hasta ahi,215,0.006096,0.006096,2,tercero
hasta hoy,185,0.006088,0.006088,2,tercero
eso usted,184,0.006063,0.006063,2,tercero
porque tengo,225,0.00606,0.00606,2,tercero
plan colombia,369,0.006054,0.006054,2,tercero
usted como,190,0.006036,0.006036,2,tercero
comision verdad,209,0.006033,0.006033,2,tercero
muy buena,229,0.006033,0.006033,2,tercero
poblacion civil,206,0.006025,0.006025,2,tercero
estaban ahi,187,0.006017,0.006017,2,tercero
eso bueno,203,0.006012,0.006012,2,tercero
claro porque,214,0.005991,0.005991,2,tercero
hace parte,208,0.005988,0.005988,2,tercero
lideres sociales,174,0.005967,0.005967,2,tercero
porque creo,192,0.005964,0.005964,2,tercero
porque muy,200,0.005935,0.005935,2,tercero
porque tenian,185,0.005932,0.005932,2,tercero
gente porque,176,0.005903,0.005903,2,tercero
entonces son,215,0.005898,0.005898,2,tercero
porque entonces,199,0.005861,0.005861,2,tercero
grupo armado,185,0.005847,0.005847,2,tercero
sea hay,180,0.005838,0.005838,2,tercero
como tema,198,0.005799,0.005799,2,tercero
margen ley,163,0.005795,0.005795,2,tercero
organizacion como,179,0.005794,0.005794,2,tercero
mucho porque,215,0.005792,0.005792,2,tercero
ahi hubo,193,0.00579,0.00579,2,tercero
porque estan,178,0.005763,0.005763,2,tercero
entonces muy,203,0.005744,0.005744,2,tercero
pues digamos,199,0.005728,0.005728,2,tercero
asi porque,167,0.005721,0.005721,2,tercero
como gente,159,0.005714,0.005714,2,tercero
como sido,178,0.005692,0.005692,2,tercero
eso despues,201,0.005691,0.005691,2,tercero
sino como,162,0.005683,0.005683,2,tercero
juntas accion,197,0.00568,0.00568,2,tercero
creo ahi,190,0.005674,0.005674,2,tercero
habian hecho,173,0.005674,0.005674,2,tercero
pues creo,191,0.00567,0.00567,2,tercero
como pues,183,0.005657,0.005657,2,tercero
eso son,176,0.005651,0.005651,2,tercero
don test,239,0.005643,0.005643,2,tercero
todas partes,190,0.00564,0.00564,2,tercero
estaban haciendo,182,0.005633,0.005633,2,tercero
pues entonces,185,0.005631,0.005631,2,tercero
entonces voy,189,0.00563,0.00563,2,tercero
cuales son,188,0.005595,0.005595,2,tercero
gente gente,179,0.005581,0.005581,2,tercero
importante porque,170,0.005579,0.005579,2,tercero
porque esto,165,0.005573,0.005573,2,tercero
vamos ver,161,0.005563,0.005563,2,tercero
pues obviamente,167,0.005557,0.005557,2,tercero
ahi ahi,192,0.005539,0.005539,2,tercero
gente eso,165,0.005529,0.005529,2,tercero
toda zona,199,0.005517,0.005517,2,tercero
como ahi,160,0.005495,0.005495,2,tercero
hasta momento,173,0.005491,0.005491,2,tercero
como entonces,160,0.00549,0.00549,2,tercero
comunidades negras,224,0.00548,0.00548,2,tercero
porque ademas,160,0.005478,0.005478,2,tercero
pues son,168,0.005469,0.005469,2,tercero
mucho eso,165,0.005449,0.005449,2,tercero
eso gente,146,0.005449,0.005449,2,tercero
poco poco,170,0.00543,0.00543,2,tercero
casco urbano,163,0.005426,0.005426,2,tercero
estaba estaba,191,0.005422,0.005422,2,tercero
estan ahi,167,0.00542,0.00542,2,tercero
estaba como,158,0.005413,0.005413,2,tercero
como eran,159,0.005392,0.005392,2,tercero
hay personas,149,0.005387,0.005387,2,tercero
sigue siendo,156,0.005386,0.005386,2,tercero
porque tenemos,149,0.005377,0.005377,2,tercero
eso digamos,155,0.005374,0.005374,2,tercero
policia ejercito,162,0.005373,0.005373,2,tercero
cultivos ilicitos,141,0.005371,0.005371,2,tercero
muchos casos,162,0.00535,0.00535,2,tercero
iban matar,184,0.005349,0.005349,2,tercero
estoy diciendo,176,0.005332,0.005332,2,tercero
actor armado,198,0.005326,0.005326,2,tercero
esto como,154,0.005308,0.005308,2,tercero
porque decia,186,0.005298,0.005298,2,tercero
hace como,143,0.005293,0.005293,2,tercero
pues gente,175,0.005289,0.005289,2,tercero
como asi,192,0.005279,0.005279,2,tercero
digamos eso,150,0.005267,0.005267,2,tercero
como dicen,165,0.005266,0.005266,2,tercero
asi sea,181,0.005266,0.005266,2,tercero
pues estaba,168,0.005266,0.005266,2,tercero
organizaciones sociales,154,0.005265,0.005265,2,tercero
muy claro,159,0.005251,0.005251,2,tercero
digo porque,147,0.005251,0.005251,2,tercero
muy fuertes,157,0.005246,0.005246,2,tercero
entonces estaba,194,0.005231,0.005231,2,tercero
claro entonces,187,0.005218,0.005218,2,tercero
claro claro,203,0.005208,0.005208,2,tercero
ustedes estan,162,0.005207,0.005207,2,tercero
comunidades indigenas,241,0.005207,0.005207,2,tercero
eso parte,152,0.005207,0.005207,2,tercero
eso iba,164,0.005196,0.005196,2,tercero
ejercito policia,157,0.005195,0.005195,2,tercero
hay problema,151,0.005192,0.005192,2,tercero
sido como,137,0.005192,0.005192,2,tercero
como llama,157,0.005191,0.005191,2,tercero
sociedad civil,142,0.00519,0.00519,2,tercero
ustedes como,140,0.00518,0.00518,2,tercero
como ejemplo,167,0.005163,0.005163,2,tercero
gente entonces,161,0.005157,0.005157,2,tercero
hay nada,148,0.005152,0.005152,2,tercero
dio cuenta,148,0.005145,0.005145,2,tercero
dificil porque,141,0.005145,0.005145,2,tercero
van matar,159,0.005144,0.005144,2,tercero
como digamos,147,0.005139,0.005139,2,tercero
gente dice,151,0.005137,0.005137,2,tercero
orden publico,169,0.005119,0.005119,2,tercero
absolutamente nada,143,0.005118,0.005118,2,tercero
gente ahi,145,0.005117,0.005117,2,tercero
entonces hubo,143,0.005116,0.005116,2,tercero
reforma agraria,137,0.005116,0.005116,2,tercero
como fuera,164,0.005096,0.005096,2,tercero
creo como,139,0.005091,0.005091,2,tercero
como dije,155,0.00509,0.00509,2,tercero
son personas,153,0.005082,0.005082,2,tercero
tengo entendido,244,0.005079,0.005079,2,tercero
esto entonces,150,0.005077,0.005077,2,tercero
dice bueno,153,0.005075,0.005075,2,tercero
entonces despues,152,0.005073,0.005073,2,tercero
gente pues,150,0.005066,0.005066,2,tercero
bueno creo,140,0.005063,0.005063,2,tercero
muy complicado,149,0.005061,0.005061,2,tercero
porque hubo,138,0.00506,0.00506,2,tercero
quienes eran,155,0.005048,0.005048,2,tercero
muy importantes,145,0.005046,0.005046,2,tercero
hay hay,140,0.005045,0.005045,2,tercero
falsos positivos,353,0.005036,0.005036,2,tercero
partido liberal,151,0.005029,0.005029,2,tercero
momento como,143,0.005024,0.005024,2,tercero
eso eran,142,0.005018,0.005018,2,tercero
habian matado,134,0.005013,0.005013,2,tercero
porque porque,175,0.005003,0.005003,2,tercero
movimiento social,157,0.004998,0.004998,2,tercero
haber sido,148,0.004994,0.004994,2,tercero
como dos,140,0.004986,0.004986,2,tercero
claro como,163,0.004986,0.004986,2,tercero
porque despues,134,0.004985,0.004985,2,tercero
pues claro,164,0.004982,0.004982,2,tercero
porque estado,132,0.004978,0.004978,2,tercero
interrup cont,152,0.004975,0.004975,2,tercero
digamoslo asi,215,0.004974,0.004974,2,tercero
muy bueno,169,0.004974,0.004974,2,tercero
eso dio,152,0.00497,0.00497,2,tercero
como personas,134,0.004969,0.004969,2,tercero
entonces digo,164,0.00496,0.00496,2,tercero
ustedes son,149,0.004959,0.004959,2,tercero
naciones unidas,150,0.004955,0.004955,2,tercero
bueno usted,127,0.004952,0.004952,2,tercero
violencia sexual,173,0.004948,0.004948,2,tercero
entonces vamos,156,0.004942,0.004942,2,tercero
asi eso,155,0.004941,0.004941,2,tercero
medios comunicacion,156,0.00494,0.00494,2,tercero
guerrilla entonces,137,0.00493,0.00493,2,tercero
esto porque,131,0.004918,0.004918,2,tercero
nada nada,128,0.004913,0.004913,2,tercero
estamos haciendo,134,0.004912,0.004912,2,tercero
porque momento,150,0.004908,0.004908,2,tercero
dije bueno,150,0.004905,0.004905,2,tercero
mucho gusto,141,0.004904,0.004904,2,tercero
hubiera sido,143,0.004904,0.004904,2,tercero
paso eso,128,0.004895,0.004895,2,tercero
magdalena medio,169,0.004887,0.004887,2,tercero
eso pasa,139,0.004884,0.004884,2,tercero
porque verdad,125,0.004883,0.004883,2,tercero
estado como,120,0.004877,0.004877,2,tercero
como son,129,0.004857,0.004857,2,tercero
gente muy,142,0.004857,0.004857,2,tercero
entonces esto,125,0.00485,0.00485,2,tercero
informe final,124,0.004847,0.004847,2,tercero
junta accion,128,0.004825,0.004825,2,tercero
eso importante,134,0.004823,0.004823,2,tercero
todas formas,149,0.004822,0.004822,2,tercero
como proceso,136,0.00482,0.00482,2,tercero
porque estamos,135,0.004809,0.004809,2,tercero
eso decia,136,0.004807,0.004807,2,tercero
eso cierto,150,0.004806,0.004806,2,tercero
muy bonito,122,0.004801,0.004801,2,tercero
muy mal,143,0.0048,0.0048,2,tercero
digamos hay,142,0.004788,0.004788,2,tercero
marco conflicto,115,0.004787,0.004787,2,tercero
guerrilla guerrilla,138,0.004786,0.004786,2,tercero
territorio entonces,121,0.004786,0.004786,2,tercero
sea porque,143,0.004785,0.004785,2,tercero
ejemplo caso,133,0.004775,0.004775,2,tercero
entonces llego,152,0.00477,0.00477,2,tercero
control territorial,143,0.004754,0.004754,2,tercero
eran personas,130,0.004751,0.004751,2,tercero
colombia entonces,129,0.004744,0.004744,2,tercero
organizacion entonces,151,0.004738,0.004738,2,tercero
pues bueno,138,0.004736,0.004736,2,tercero
dos tres,141,0.004736,0.004736,2,tercero
toda parte,148,0.00473,0.00473,2,tercero
situacion muy,129,0.004724,0.004724,2,tercero
gran parte,138,0.004717,0.004717,2,tercero
dimos cuenta,145,0.004707,0.004707,2,tercero
como hace,126,0.004707,0.004707,2,tercero
eso menos,113,0.004706,0.004706,2,tercero
eso hubo,114,0.004704,0.004704,2,tercero
porque digamos,133,0.004692,0.004692,2,tercero
pudo haber,125,0.004683,0.004683,2,tercero
ver eso,144,0.004666,0.004666,2,tercero
bueno muchas,128,0.004661,0.004661,2,tercero
tal parte,138,0.004659,0.004659,2,tercero
asi asi,143,0.004652,0.004652,2,tercero
ningun problema,128,0.004644,0.004644,2,tercero
como bueno,133,0.004639,0.004639,2,tercero
listo entonces,131,0.004638,0.004638,2,tercero
america latina,123,0.004635,0.004635,2,tercero
sino porque,123,0.004631,0.004631,2,tercero
parte estado,107,0.004631,0.004631,2,tercero
parece muy,124,0.004606,0.004606,2,tercero
entonces tema,152,0.004604,0.004604,2,tercero
estado entonces,117,0.004598,0.004598,2,tercero
como meses,135,0.004592,0.004592,2,tercero
hace poco,112,0.004584,0.004584,2,tercero
entonces alli,129,0.004578,0.004578,2,tercero
asi pues,126,0.004571,0.004571,2,tercero
entonces estamos,136,0.00457,0.00457,2,tercero
frente eso,122,0.004564,0.004564,2,tercero
muy complejo,132,0.004563,0.004563,2,tercero
como van,118,0.004562,0.004562,2,tercero
eso tema,122,0.00456,0.00456,2,tercero
bueno vamos,103,0.004554,0.004554,2,tercero
frente nacional,127,0.004554,0.004554,2,tercero
hay ahi,125,0.004548,0.004548,2,tercero
tuve oportunidad,144,0.004546,0.004546,2,tercero
recuerdo nombre,117,0.004543,0.004543,2,tercero
como persona,102,0.004541,0.004541,2,tercero
parte organizacion,118,0.004539,0.004539,2,tercero
pablo escobar,163,0.004538,0.004538,2,tercero
quienes son,121,0.004537,0.004537,2,tercero
armadas revolucionarias,90,0.004534,0.004534,2,tercero
como especie,104,0.004528,0.004528,2,tercero
hechos violencia,113,0.004525,0.004525,2,tercero
dijo usted,132,0.004522,0.004522,2,tercero
presencia grupos,109,0.004519,0.004519,2,tercero
dije pues,129,0.004516,0.004516,2,tercero
eso quedo,119,0.004515,0.004515,2,tercero
como toda,116,0.004513,0.004513,2,tercero
hay mucho,116,0.004513,0.004513,2,tercero
porque iba,115,0.004508,0.004508,2,tercero
entonces fui,137,0.004507,0.004507,2,tercero
porque claro,128,0.004505,0.004505,2,tercero
grupos margen,91,0.004503,0.004503,2,tercero
hace rato,128,0.004501,0.004501,2,tercero
despues como,121,0.004498,0.004498,2,tercero
zona rural,120,0.004489,0.004489,2,tercero
ningun tipo,127,0.004488,0.004488,2,tercero
haciendo trabajo,123,0.004486,0.004486,2,tercero
momento pues,134,0.004483,0.004483,2,tercero
tal como,125,0.004477,0.004477,2,tercero
bien como,123,0.004472,0.004472,2,tercero
liberacion nacional,101,0.004472,0.004472,2,tercero
muy facil,126,0.004465,0.004465,2,tercero
bueno listo,121,0.004459,0.004459,2,tercero
porque decian,116,0.004459,0.004459,2,tercero
revolucionarias colombia,87,0.004455,0.004455,2,tercero
tema narcotrafico,155,0.004453,0.004453,2,tercero
toco salir,112,0.004435,0.004435,2,tercero
parte alta,170,0.004431,0.004431,2,tercero
como sea,118,0.004428,0.004428,2,tercero
justicia paz,175,0.004427,0.004427,2,tercero
tal entonces,134,0.004413,0.004413,2,tercero
ejercito liberacion,94,0.00441,0.00441,2,tercero
hombres mujeres,97,0.004409,0.004409,2,tercero
territorio como,97,0.0044,0.0044,2,tercero
esto pues,108,0.004395,0.004395,2,tercero
buenas tardes,94,0.004395,0.004395,2,tercero
desplazamiento forzado,102,0.004392,0.004392,2,tercero
tema muy,112,0.004391,0.004391,2,tercero
porque ejemplo,119,0.004384,0.004384,2,tercero
bueno despues,119,0.004384,0.004384,2,tercero
porque epoca,125,0.004382,0.004382,2,tercero
eso tengo,118,0.004382,0.004382,2,tercero
entonces dijeron,116,0.00438,0.00438,2,tercero
hay dos,111,0.004376,0.004376,2,tercero
porque teniamos,117,0.004376,0.004376,2,tercero
entonces dicen,117,0.004372,0.004372,2,tercero
toda informacion,114,0.004372,0.004372,2,tercero
muy cerca,119,0.004372,0.004372,2,tercero
como porque,111,0.00437,0.00437,2,tercero
territorio porque,94,0.00437,0.00437,2,tercero
acuerdo como,118,0.004367,0.004367,2,tercero
queria preguntar,99,0.004363,0.004363,2,tercero
toda situacion,121,0.00435,0.00435,2,tercero
porque realmente,106,0.004349,0.004349,2,tercero
parte grupo,147,0.004347,0.004347,2,tercero
eso estamos,113,0.004343,0.004343,2,tercero
eso claro,135,0.004339,0.004339,2,tercero
digamos ahi,101,0.004327,0.004327,2,tercero
restitucion tierras,165,0.004325,0.004325,2,tercero
colombia como,106,0.004322,0.004322,2,tercero
entonces ejemplo,148,0.004321,0.004321,2,tercero
rojas pinilla,131,0.004319,0.004319,2,tercero
decirlo asi,132,0.004314,0.004314,2,tercero
parte como,107,0.004313,0.004313,2,tercero
usted estaba,112,0.004311,0.004311,2,tercero
estado estado,97,0.004309,0.004309,2,tercero
porque queria,127,0.004303,0.004303,2,tercero
personas estaban,101,0.0043,0.0043,2,tercero
valle cauca,164,0.004297,0.004297,2,tercero
victimas conflicto,85,0.004294,0.004294,2,tercero
como caso,104,0.004293,0.004293,2,tercero
entonces eran,125,0.004287,0.004287,2,tercero
ustedes saben,112,0.004283,0.004283,2,tercero
gracias test,107,0.00428,0.00428,2,tercero
nuestro territorio,100,0.004279,0.004279,2,tercero
mucho menos,117,0.004271,0.004271,2,tercero
colombia porque,112,0.004267,0.004267,2,tercero
acuerdos paz,125,0.004266,0.004266,2,tercero
dieron cuenta,102,0.004265,0.004265,2,tercero
hacen parte,102,0.004265,0.004265,2,tercero
mil pesos,117,0.004244,0.004244,2,tercero
presencia actores,95,0.004242,0.004242,2,tercero
sea usted,110,0.00424,0.00424,2,tercero
entonces momento,107,0.004239,0.004239,2,tercero
hago parte,111,0.004238,0.004238,2,tercero
porque sido,110,0.004228,0.004228,2,tercero
movimiento estudiantil,194,0.004224,0.004224,2,tercero
tres meses,137,0.004209,0.004209,2,tercero
muy grave,117,0.004207,0.004207,2,tercero
personas estan,94,0.004206,0.004206,2,tercero
teniendo cuenta,115,0.004205,0.004205,2,tercero
presidente republica,98,0.004203,0.004203,2,tercero
hace mucho,96,0.004203,0.004203,2,tercero
eso seria,98,0.004197,0.004197,2,tercero
risas entonces,112,0.004193,0.004193,2,tercero
penal militar,246,0.00419,0.00419,2,tercero
frente tema,117,0.004189,0.004189,2,tercero
eso parece,114,0.004187,0.004187,2,tercero
bueno test,109,0.004186,0.004186,2,tercero
como despues,95,0.004181,0.004181,2,tercero
mucho como,108,0.004175,0.004175,2,tercero
juntas accion comunal,190,0.012147,0.012147,3,tercero
junta accion comunal,119,0.010422,0.010422,3,tercero
grupos margen ley,85,0.009867,0.009867,3,tercero
fuerzas armadas revolucionarias,90,0.00966,0.00966,3,tercero
armadas revolucionarias colombia,87,0.009497,0.009497,3,tercero
ejercito liberacion nacional,89,0.009068,0.009068,3,tercero
bueno muchas gracias,110,0.008084,0.008084,3,tercero
violaciones derechos humanos,96,0.00803,0.00803,3,tercero
organizacion organizacion organizacion,94,0.007667,0.007667,3,tercero
test muchas gracias,76,0.007444,0.007444,3,tercero
justicia penal militar,199,0.007405,0.007405,3,tercero
marco conflicto armado,70,0.007277,0.007277,3,tercero
presencia actores armados,72,0.007266,0.007266,3,tercero
muy importante porque,81,0.007251,0.007251,3,tercero
muy dificil porque,70,0.007222,0.007222,3,tercero
hay mucha gente,68,0.007221,0.007221,3,tercero
derecho internacional humanitario,67,0.006913,0.006913,3,tercero
esto esto esto,93,0.006814,0.006814,3,tercero
inc fuerzas armadas,65,0.006643,0.006643,3,tercero
entonces creo eso,63,0.006579,0.006579,3,tercero
cultivos uso ilicito,57,0.006233,0.006233,3,tercero
defensa derechos humanos,64,0.006191,0.006191,3,tercero
entonces ahi hay,65,0.006132,0.006132,3,tercero
grupos armados ilegales,57,0.006069,0.006069,3,tercero
violacion derechos humanos,56,0.005965,0.005965,3,tercero
como quien dice,53,0.005939,0.005939,3,tercero
hay ningun problema,50,0.005932,0.005932,3,tercero
eso muy importante,61,0.005851,0.005851,3,tercero
tema derechos humanos,52,0.005796,0.005796,3,tercero
papel muy importante,55,0.005783,0.005783,3,tercero
autodefensas unidas colombia,53,0.005621,0.005621,3,tercero
victimas conflicto armado,46,0.005519,0.005519,3,tercero
organizaciones derechos humanos,52,0.005518,0.005518,3,tercero
eso entonces eso,47,0.005425,0.005425,3,tercero
presencia grupos armados,45,0.005406,0.005406,3,tercero
muy muy muy,62,0.0054,0.0054,3,tercero
conflicto armado como,44,0.005354,0.005354,3,tercero
conflicto armado interno,45,0.00533,0.00533,3,tercero
muchas gracias test,45,0.00532,0.00532,3,tercero
ejercito popular liberacion,40,0.005309,0.005309,3,tercero
porque mucha gente,42,0.005264,0.005264,3,tercero
entonces eso como,56,0.005142,0.005142,3,tercero
corte suprema justicia,55,0.005129,0.005129,3,tercero
conflicto armado entonces,46,0.005101,0.005101,3,tercero
muy interesante porque,48,0.00509,0.00509,3,tercero
muchas gracias bueno,51,0.005079,0.005079,3,tercero
porque todas maneras,44,0.005031,0.005031,3,tercero
derechos humanos entonces,38,0.005022,0.005022,3,tercero
san vicente caguan,90,0.005,0.005,3,tercero
organizacion publica organizacion,51,0.004989,0.004989,3,tercero
bloque central bolivar,143,0.004989,0.004989,3,tercero
publica organizacion publica,50,0.004953,0.004953,3,tercero
defensores derechos humanos,44,0.00488,0.00488,3,tercero
gracias muchas gracias,37,0.004822,0.004822,3,tercero
porque usted sabe,35,0.00482,0.00482,3,tercero
cartel norte valle,49,0.004749,0.004749,3,tercero
porque como digo,45,0.004687,0.004687,3,tercero
entonces eso muy,37,0.004664,0.004664,3,tercero
parece muy importante,37,0.004636,0.004636,3,tercero
alvaro uribe velez,35,0.004527,0.004527,3,tercero
eso eso eso,29,0.004526,0.004526,3,tercero
verdad justicia reparacion,31,0.004498,0.004498,3,tercero
como como como,41,0.004497,0.004497,3,tercero
muy fuerte porque,36,0.004445,0.004445,3,tercero
organizacion inc organizacion,33,0.004423,0.004423,3,tercero
pudo haber sido,32,0.004409,0.004409,3,tercero
tema conflicto armado,33,0.004352,0.004352,3,tercero
entonces pues eso,54,0.004343,0.004343,3,tercero
conflicto armado porque,32,0.004342,0.004342,3,tercero
entonces eso hace,32,0.004326,0.004326,3,tercero
porque ahi hay,42,0.004307,0.004307,3,tercero
eso porque eso,35,0.004268,0.004268,3,tercero
porque hay gente,30,0.004256,0.004256,3,tercero
eso muy dificil,35,0.004206,0.004206,3,tercero
muy duro porque,55,0.004201,0.004201,3,tercero
ustedes estan haciendo,27,0.004199,0.004199,3,tercero
eleccion popular alcaldes,31,0.004199,0.004199,3,tercero
entonces eso digo,33,0.004196,0.004196,3,tercero
conflicto armado colombia,27,0.004194,0.004194,3,tercero
creo muy importante,42,0.004189,0.004189,3,tercero
derechos humanos eso,31,0.00417,0.00417,3,tercero
eso iba preguntar,26,0.004129,0.004129,3,tercero
recuerdo muy bien,38,0.00412,0.00412,3,tercero
entonces eso eso,32,0.00411,0.00411,3,tercero
politica seguridad democratica,34,0.004107,0.004107,3,tercero
asamblea nacional constituyente,43,0.004104,0.004104,3,tercero
entonces muy dificil,30,0.004085,0.004085,3,tercero
como tal como,32,0.004085,0.004085,3,tercero
